product_id,csp,cso,status,auth_type,impact_level,service_model,deployment_model,business_function,reported_authorizations,reported_reuses,auth_date,ready_date,independent_assessor,small_business,leveraged_systems,website,service_desc,marketplace_url,source_last_change
FR2620235600,Anecdotes,Anecdotes,FedRAMP Authorized,Agency,20x Moderate,SaaS,Public Cloud,,1,0,2026-06-23,,"Schellman Compliance, LLC",No,,https://www.anecdotes.ai/,"Anecdotes is an Agentic GRC platform that delivers continuous compliance for enterprises managing GRC at scale. Built on an audit-grade data foundation, it automates evidence collection, maps controls across 60+ industry frameworks and custom policies, and gives teams real-time visibility into their risk and compliance posture. Where traditional tools automate workflows, Anecdotes agents execute them end to end, replacing point-in-time assessments with continuous monitoring. Anecdotes is the first agentic GRC platform to achieve FedRAMP 20x Class C (Moderate) Certification, bringing Continuous Control Monitoring to organizations operating under federal cloud security standards.",https://www.fedramp.gov/marketplace/products/FR2620235600,2026-09-23
FR2529359931,Anitian,FedFlex,FedRAMP Authorized,Program,20x Low,SaaS,Public Cloud,Cybersecurity & Risk Management,1,0,2025-08-07,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",No,,https://www.anitian.com/fedflex-platform-overview/,"FedFlex, an AI-powered compliance automation platform purpose-built to help SaaS companies achieve FedRAMP 20x authorizations faster, with greater confidence, and more flexibility. FedFlex combines pre-engineered security infrastructure, agentic AI, and expert advisory services to accelerate time-to-compliance while maintaining rigor.",https://www.fedramp.gov/marketplace/products/FR2529359931,2026-09-23
FR2527234065,Anomali,Anomali Security Operations Platform (ASOP),FedRAMP In Process,Agency,Moderate,SaaS,Public Cloud,Analytics;Cybersecurity & Risk Management,0,0,,,"A-LIGN Compliance and Security, Inc. dba A-LIGN",Yes,,https://anomali.com,"The Anomali Cloud Service Offering consists of two integrated components: Security Analytics and ThreatStream, delivered as a unified cloud-native security platform. Security Analytics provides AI and cloud-native security information and event management (SIEM) capabilities including data collection and normalization from network devices, endpoints, applications, and cloud services; real-time event correlation and threat detection using machine learning algorithms; behavioral analytics and anomaly detection; incident response workflows; and query capabilities across petabytes of historical data stored in an integrated security data lake with configurable retention periods up to 7+ years. The platform supports ingestion of 30TB+ of data within hours and enables sub-second query response times across petabyte-scale datasets using natural language processing and AI-supported interfaces. ThreatStream provides threat intelligence management capabilities including automated collection, normalization, and curation of threat intelligence from commercial feeds, open source intelligence, and information sharing centers; management of indicators of compromise (IOCs) and indicators of attack (IOAs) with automated deduplication and confidence scoring; correlation of external threat intelligence with internal security telemetry; distribution of actionable intelligence to integrated security tools via APIs and standard protocols; threat analysis and enrichment with MITRE ATT&CK framework mapping; and secure community-based threat sharing. The service operates as a multi-tenant Software-as-a-Service solution with role-based access controls, data encryption in transit and at rest, comprehensive audit logging, and RESTful APIs for integration with existing security infrastructure. Service boundaries include all data ingestion interfaces, processing engines, storage systems, user interfaces, APIs, and integration points necessary to deliver security analytics and threat intelligence management capabilities.",https://www.fedramp.gov/marketplace/products/FR2527234065,2026-09-23
FR2318051429,Appian,Appian Government Cloud - High,FedRAMP Authorized,Agency,High,PaaS;SaaS,Government Community Cloud,Analytics;Contact Center;Customer Relations Management (CRM);Customer Service;Development Tools;Finance;Fleet Management;Grant Management;Human Resources;Law Enforcement,1,0,2025-04-03,,"Coalfire Systems, Inc.",No,,https://appian.com/,"Appian Government Cloud (AGC) provides Appian’s process automation platform for high-impact workloads. AGC offers Platform-as-a-Service (PaaS) and Software-as-a-Service (SaaS) functionality, which empowers agencies to design, automate, and optimize their operations to increase efficiency and productivity. It's an ideal solution for government agencies looking to streamline processes, particularly in the areas of critical acquisitions, case management, and logistics. Any agency can use Appian to orchestrate and automate complex processes to improve its performance and better serve constituent needs.",https://www.fedramp.gov/marketplace/products/FR2318051429,2026-09-23
F1210011608,Appian,Appian Government Cloud - Moderate,FedRAMP Authorized,Agency,Moderate,PaaS;SaaS,Hybrid Cloud,Analytics;Contact Center;Customer Relations Management (CRM);Customer Service;Development Tools;Finance;Fleet Management;Grant Management;Human Resources;Law Enforcement,28,27,2015-06-22,,"Coalfire Systems, Inc.",No,,https://appian.com/,"Appian Government Cloud (AGC) Moderate provides Appian’s process automation platform for moderate-impact workloads. AGC offers Platform-as-a-Service (PaaS) and Software-as-a-Service (SaaS) functionality, which empowers agencies to design, automate, and optimize their operations to increase efficiency and productivity. It's an ideal solution for government agencies looking to streamline processes, particularly in the areas of critical acquisitions, case management, and logistics. Any agency can use Appian to orchestrate and automate complex processes to improve its performance and better serve constituent needs.",https://www.fedramp.gov/marketplace/products/F1210011608,2026-09-23
FR2431264500,AppOmni,AppOmni SaaS Security for Government,FedRAMP Authorized,Agency,Moderate,SaaS,Government Community Cloud,Cybersecurity & Risk Management;Network Management;Operations Management;System Administration,1,0,2025-07-02,,"Schellman Compliance, LLC",No,,https://appomni.com/industry-solutions/public-sector/,"AppOmni SaaS Security for Government is a SaaS security platform designed to protect SaaS applications with posture management, threat detection and response, and identity security capabilities. The AppOmni Platform uses an application programming interface (API) connector to scan customer SaaS instances to discover, protect, and continuously monitor SaaS applications and data. AppOmni can discover misconfigurations that can lead to SaaS data exposures, find out who has access to what data and what might be at risk, and identify unsanctioned third-party applications connected to the SaaS estate. AppOmni can protect data against unauthorized access, apply security best practices, and notify when anomalous activity occurs. Continuous monitoring provides security teams with visibility, providing data protection and supporting privacy and compliance standards. AppOmni helps organizations to enjoy the productivity benefits of SaaS and safeguard their applications and data.",https://www.fedramp.gov/marketplace/products/FR2431264500,2026-09-23
F1603157879,Apptio an IBM company,Apptio for Technology Business Management and Cloud Financial Management (TBM),FedRAMP Authorized,JAB,Moderate,SaaS,Government Community Cloud,,7,6,2018-04-05,2017-01-27,"Fortreum, LLC",No,,https://www.apptio.com/,"Apptio is a market leading SaaS provider of Technology Business Management (TBM) and cloud financial management solutions that help IT leaders measure, manage and communicate the cost, quality, consumption, and value of technology investments. IT leaders leverage Apptio's TBM suite of applications to optimize costs and to: - Optimize costs - Consolidate infrastructure and applications - Price and recover shared services - Execute cloud-first strategies Cloud leaders lean on Apptio’s Cloudability Government application to: - Empower FinOps teams - Allocate cloud costs back to the agency - Enable team ownership across the cloud program - Optimize cloud costs across AWS, Azure and GCP",https://www.fedramp.gov/marketplace/products/F1603157879,2026-09-23
FR2326654692,"Aprimo US, LLC",Aprimo,FedRAMP Authorized,Agency,LI-SaaS,SaaS,Public Cloud,Collaboration;Communication;Design & Multimedia;Education & Training;Legal & Policy;Marketing & Sales;Media;Operations Management;Research;Storage,1,0,2025-06-09,,"Schellman Compliance, LLC",No,,www.aprimo.com,"Aprimo, and the products that make up its platform – Productivity Management, Plan & Spend (MRM) as well as Digital Asset Management (DAM), empowers organizations to increase business agility, gain better insights into their business and content as well as drive collaboration through the highest rated digital asset management and workflow engine in the industry. Aprimo allows for the coordination of content strategy and execution, breaks down department silos, establishes a content calendar, and allows for a full view of content performance. Aprimo allows teams to spend their time and effort on content and digital marketing strategies that drive business outcomes and drives collaboration between teams to reach your target audience in the right place at the right time. Aprimo users can also leverage Plan and Spend, which is a marketing budget software, that allows for content planning, and marketing spend management and also tracks expenses. Aprimo’s platform orchestrates the content journey starting from content planning all the way through asset distribution and content reuse. With this data, customers can understand the time, money, efficacy, and resources that go into producing content and creating their marketing strategies.",https://www.fedramp.gov/marketplace/products/FR2326654692,2026-09-23
FR2330939028,Aqua Security Software Inc.,Aqua Platform for Government,FedRAMP Authorized,Agency,High,SaaS,Government Community Cloud,Analytics;Cybersecurity & Risk Management;Data Management;Development Tools;Network Management;Operations Management;System Administration,1,0,2025-03-31,,"Schellman Compliance, LLC",No,,https://www.aquasec.com/solutions/federal/,"The Aqua Platform for Government is a Cloud Native Application Protection Platform (CNAPP) comprised of fully integrated security and compliance capabilities that visualize, prioritize, and eliminate risk in minutes across the full software development lifecycle. Automated policies for shift-left prevention and runtime detection and response reduce your attack surface and mitigate active attacks—before damaging losses can occur. Aqua empowers customers to unleash the full potential of their digital transformation and accelerate innovation with the confidence that their cloud native applications are secured from start to finish, at any scale. The Aqua Platform is a full-suite cloud service offering that provides customers with the capability to scan, monitor, and manage applications, containers, virtual machines, and workloads, as well as to validate applicable compliance controls and regulations. The Aqua Platform comprises six different service modules, listed below, that provide various scanning and monitoring functionalities: Supply Chain: The Supply Chain module allows customers to perform container image and registry scanning, as well as to scan customer code, images and artifacts as a part of their build pipeline. Workload Protection: Deploys sensors and agents within a customer’s cloud environment to provide protection on customer-defined components via Enforcer functionality. CyberCenter: The CyberCenter service monitors scans and uses comparison against a database aggregated from multiple threat intelligence sources to identify vulnerabilities and malware within container images. Cloud Security Posture Management (CSPM): The CSPM module provides customers the ability to integrate with one or more cloud infrastructure accounts to scan the entire account, correlate events across the account, provide account-wide remediation, and monitor and write compliance controls across the account. From these scans, Aqua Platform for Federal provides customers with an overall score based on identified vulnerabilities and compliance with defined configuration policies. The CSPAAS service acts to allow interfacing between the USE and CSPM services within Aqua Platform for Government.",https://www.fedramp.gov/marketplace/products/FR2330939028,2026-09-23
FR2529113288,Archive360 platform,Archive360 Platform,FedRAMP Authorized,Agency,Moderate,SaaS,Government Community Cloud,Communication;Data Management;Legal & Policy;Storage,1,0,2026-06-09,,"Lunarline, Inc.",No,,https://www.archive360.com/,"Archive360 provides a modern archive and governance platform to address the challenge of a growing number of digital communications channels, legal and regulatory record retention, data privacy and security requirements. Compliantly collecting, retaining, and managing growing volumes of data from multiple channels in a timely manner is increasingly important to department and agency missions, and difficult without the proper tools. Archive360’s platform helps manage data consistent with digital record keeping requirements, such as the Federal Records Act, NARA Records Management Rules, and OMB directives on transition to electronic records. Archive360’s solutions enable adoption of the federal government’s Cloud First mandates, Executive Orders as to cloud optimization, and OMB’s directives including M-23-07. Archive360’s solutions have been successfully deployed and trusted by public sector agencies globally in the U.S., U.K., Canada, and Australia, including numerous components of U.S. security, civilian intelligence, educational, veterans’ agencies as well as individual US States. Archive360’s digital communications governance and archiving solution brings together data from common channels and legacy archives into a petabyte-scale platform that: • Ensures that digital communications are captured, governed, and readily accessible to authorized stakeholders • Provides extensive retention and disposition capabilities supporting government and agency records management requirements • Enables data classification across communication and data channels for granular governance controls • Supports file and data archiving use cases • Provides secure, scalable eDiscovery and FOIA-search capabilities through an intuitive user interface • Provides case management, tagging and annotation capabilities for investigations and review and production of data • Delivers cross-system visibility and control over data processing, retention, disposition and legal holds • Ensures data authenticity and chain of custody with a complete audit trail for actions (system and user) within the platform • Cloud-native platform that provides high-levels of data durability, resiliency, and immutability where required • Zero trust security model, which requires specific entitlement grants to access any data. The platform incorporates an entitlement engine, which allows for granular access controls, including restrictions based on role, class of data, functionality • Encryption of all data in motion and at rest, with the option for agency managed encryption keys Security and scalability are paramount for government departments and agencies to achieve their data governance mission. Archive360 deploys each agency in a dedicated SaaS environment, deployed to their own tenant. As a result, each department, agency or organizational unit has completely segregated data, administrative access, entitlements, and the ability to integrate into their security protocols. Archive360 is deployed as a cloud-native, microservices architecture. Archive360 can tailor the deployment to specific mission workloads and requirements. This deployment model mitigates data migration or exit risk at the end of a term, since the tenant can be turned over to the department or agency with the resident data. Throughout the platform, Archive360 maintains an extensive event audit history, supporting a complete chain of custody. This includes data processing, access, changes to configurations and controls, search, disposition, or export, all at an object level. This provides rapid traceability for audit and response purposes, and defensibility of authorized activities. Supported digital communication channels include: • SMTP and Journal Based Email • Microsoft M365 and Exchange • Microsoft Teams • Google Workspace • SMS and Mobile Data • FileShare Data • Legacy Email Archives",https://www.fedramp.gov/marketplace/products/FR2529113288,2026-09-23
FR2531142081,ArcSuite AI (Formerly ArcProcure),ArcSuite AI,Agency In Process,Agency,Moderate,SaaS,Hybrid Cloud,Collaboration;Communication;Finance;Grant Management;Operations Management;Research;Storage,0,0,,,Emagine IT,Yes,,https://www.aframesolutions.com/,"ArcSuite AI (formerly ArcProcure) is delivered as a Software-as-a-Service (SaaS) offering using a multi-tenant, government-only community cloud environment hosted in AWS GovCloud (US). It is available to U.S. federal agencies, state and local governments, tribal entities, and government contractors authorized to operate within AWS GovCloud (US). The authorized service provides capabilities for procurement Workflow to include AI assisted document analysis and generation, document review, approval workflows, and source selection. The authorization boundary includes the web application, backend microservices, workflow engine, API services, encrypted data storage, audit logging functions, and the associated network and security infrastructure hosted in AWS GovCloud (US).",https://www.fedramp.gov/marketplace/products/FR2531142081,2026-09-23
FR1708752710,"Armedia, LLC",Armedia Content Cloud,FedRAMP Authorized,Agency,Moderate,SaaS,Government Community Cloud,Analytics;Collaboration;Content Management System (CMS);Customer Relations Management (CRM);Data Management;Human Resources;Law Enforcement;Legal & Policy,2,1,2024-09-24,,Kratos,Yes,,http://www.armedia.com,"The Armedia Content Cloud (ACC) provides an operational, fully provisioned infrastructure that meets FedRAMP Moderate requirements. ACC is a digital transformation platform that allows public sector clients to meet agency requirements with enhanced reliability and security without major capital investment and reduced technical staff. ACC offers four applications to support digital transformation and hyperautomation – ArkCase for case management system; Hyland Alfresco for document, business process and records management system; Ephesoft Transact for Intelligent Document Processing; and the OpenText Documentum enterprise content management (ECM) system. ACC provides a wide array of digital transformation solutions to include Business Process Management, Case Management, Complaint Management, Correspondence Management, Document Management, eFiling and eDocket Management, FOIA Management, Intelligent Document Capture, Investigative Case Management, Legal Case Management, Matter Management, Public Records Request, Records Management, etc.",https://www.fedramp.gov/marketplace/products/FR1708752710,2026-09-23
FR2031936863,Armis Federal LLC,Armis FedRAMP Edition (AFE),FedRAMP Authorized,Agency,Moderate,SaaS,Government Community Cloud,,11,10,2023-01-09,,"Schellman Compliance, LLC",No,,https://www.armis.com/,"Armis FedRAMP Edition (AFE) is an agentless, enterprise-class security platform built off of the Armis Centrix™ engine to help organizations discover and secure managed, unmanaged, and IoT devices, including medical devices and industrial control systems (ICS). Armis discovers every managed, unmanaged, and IoT device in any environment, analyzes device behavior to identify risks, vulnerabilities or attacks, and protects critical business information and systems. Armis easily integrates with existing security products. AFE passively monitors wired and wireless traffic in the environment to identify every device and to understand its behavior without disruption. AFE analyzes this data in the AFE Risk Engine which uses device profiles and characteristics from the AFE Device Knowledgebase to identify each device, assess its risks & vulnerabilities, detect threats, and recommend remediation actions. Visibility: AFE closes the Continuous Diagnostic and Mitigation Dashboard visibility gap with unmanaged and IoT devices. AFE discovers and classifies every managed, unmanaged, and IoT device in the environment including servers, laptops, smartphones, VoIP phones, smart TVs, IP cameras, printers, 5G, HVAC controls, medical devices, industrial controls, and more. AFE can even identify off-network devices using Wi-Fi, Bluetooth, and other protocols in any environment. The comprehensive device inventory that AFE generates includes critical information such as device manufacturer, model, serial number, location, username, operating system, installed applications, and connections made over time. In addition to discovering and classifying a device, AFE calculates its risk score based on factors such as vulnerabilities, known attack patterns, as well as the behaviors observed of each device in the environment. This risk score helps security teams understand their attack surface and meet compliance with regulatory frameworks that require identification and prioritization of vulnerabilities. Insights: The AFE Risk Engine continuously monitors the behavior of every device in the environment for behavioral anomalies. Working with the AFE Device Knowledgebase, AFE compares the real-time behavior of each device with: ● Historical device behavior ● Behavior of similar devices in the Customer's environment ● Behavior of similar devices in other environments ● Common attack techniques ● Information from threat intelligence feeds Actions: With these types of critical device and behavioral insights, AFE is able to identify threats and attacks. When AFE detects a threat, it can alert security teams and trigger automated action to stop an attack. Through integrations with network infrastructure, as well as the Customer's existing security enforcement points like Cisco and Palo Alto Networks firewalls, and network access control (NAC) products such as Cisco ISE and Aruba ClearPass, AFE can restrict access or quarantine suspicious or malicious devices. Easy Integration: AFE requires no agents or additional hardware to deploy. AFE integrates with existing firewalls or NAC, security management systems such as SIEM, ticketing systems, and asset databases. These integrations allow AFE to leverage existing investments to achieve greater value and more automated response. VIPR Pro: Armis Centrix™ for VIPR Pro delivers a FedRAMP-authorized cyber exposure management solution that helps federal agencies bridge the gap between fragmented security data and actionable risk reduction. Built to solve extreme alert fatigue, VIPR Pro acts as a centralized aggregator that ingests, correlates, and de-duplicates static security findings; including traditional vulnerabilities, cloud misconfigurations, and application security flaws - from across an agency’s existing security stack. Rather than hunting for active threats, the platform applies machine learning to consolidate disparate scan data, reducing finding volumes by up to 50-to-1. VIPR Pro contextualizes these findings by overlaying external threat intelligence, exploit likelihood, and agency-defined asset criticality to automatically prioritize the highest-impact exposures. Utilizing predictive AI to instantly determine asset ownership and initiate automated bulk-ticketing, the solution shortens manual assessment times by 80% and accelerates Mean Time to Remediation (MTTR) by up to 90%. Federal agencies can now operationalize their vulnerability management programs, orchestrate cross-departmental fixes, and maintain continuous compliance through a unified, fully auditable risk-resolution lifecycle.",https://www.fedramp.gov/marketplace/products/FR2031936863,2026-09-23
FR2503350987,Artera,Artera Harmony Federal Edition,FedRAMP Authorized,Agency,High,SaaS,Government Community Cloud,Communication;Contact Center;Customer Relations Management (CRM);Health & Wellness,1,0,2026-05-19,,"Schellman Compliance, LLC",No,,https://artera.io/,"Artera Harmony Federal Edition, powered by its advanced virtual agents, is a comprehensive suite of patient communication tools that transform patient experience through voice, text, and web. Integrating directly into the agency healthcare system's tech stack, including EHRs and third-party vendors, Artera Harmony Federal Edition supports the entire patient journey. The secure platform improves patient engagement by: * Automating inbound and outbound communications to streamline critical workflows like pre-visit preparations, post-appointment follow-ups, prescription refills, and ongoing care coordination. * Triaging patient inquiries 24/7 and automating administrative tasks, which reduces the burden on front-desk staff and boosts operational efficiency. * Providing federal agency personnel with anywhere access to manage conversation workflows, customize communication templates, and oversee all patient communications. * Integrating into patients' native phone, SMS/text, and email applications for a truly seamless experience. In addition to pursuing FedRAMP High Authorization, Artera’s best-in-class InfoSec approach keeps data safe, compliant and built for healthcare. Artera Harmony Federal Edition, including virtual agents, meets top industry standards – SOC 2 Type 2, HITRUST Certified and is HIPAA compliant. Artera Harmony Federal Edition is brought to you by Artera Government Solutions, an Artera business unit. Artera is trusted by 900+ provider organizations to engage 100 million patients annually. Learn more at https://artera.io/federal-healthcare-communication/.",https://www.fedramp.gov/marketplace/products/FR2503350987,2026-09-23
FR2317139564,Articulate Global LLC,Articulate 360,FedRAMP Authorized,Agency,LI-SaaS,SaaS,Public Cloud,Development Tools;Education & Training,9,8,2023-03-31,,"Schellman Compliance, LLC",No,,https://articulate.com/360,"Articulate 360 is an annual subscription with everything you need to simplify the entire course development process. It includes desktop and web apps. Desktop apps run locally on your desktop or laptop computer, and web apps are software applications that run in a web browser.",https://www.fedramp.gov/marketplace/products/FR2317139564,2026-09-23
FR1908649566,Aruba Networks,Aruba Central,FedRAMP Authorized,Agency,Moderate,SaaS,Public Cloud,,9,8,2021-12-27,,Kratos,No,,https://www.arubanetworks.com/products/network-management-operations/central/,"Aruba Central is the cloud-native, single-pane-of-glass console for all Aruba network and edge device operations providing unified management, AI and security for wired and wireless operations across customers campus, branch and data center environments.",https://www.fedramp.gov/marketplace/products/FR1908649566,2026-09-23
FR2527132001,Asana Inc.,Asana,FedRAMP Authorized,Agency,Moderate,SaaS,Public Cloud,Collaboration,1,1,2026-06-22,,"Schellman Compliance, LLC",No,Asana,https://asana.com/product/asana-gov,"Asana Gov is a secure work management platform designed to help public sector organizations and their industry partners plan, coordinate, and deliver work with clear ownership, shared visibility, and consistent workflows. Asana connects goals, work, workflows, and outcomes in a single system, providing end-to-end visibility into progress, dependencies, and how work across teams and programs contributes to organizational priorities. Whether you are working on a simple task or a complex project, Asana makes it easy to collaborate, streamline workflows, and achieve your goals by providing a centralized platform for collaboration.",https://www.fedramp.gov/marketplace/products/FR2527132001,2026-09-23
FR2620071868,Asato Corporation,asato.ai,FedRAMP Ready,Agency,Moderate,,Government Community Cloud,"Artificial Intelligence (AI);Collaboration;Communication;Customer Relations Management (CRM);Data Management;Finance;Governance, Risk, and Compliance (GRC);Operations Management;System Administration",0,0,,2026-07-31,Ignyte Platform Inc.,Yes,,www.asato.ai,"Asato provides an AI-native, SaaS platform for enterprise IT asset management, cost intelligence, operational data products, document/contract extraction, and governed agentic workflows. The platform normalizes heterogeneous enterprise data, supports evidence-backed analytics and automation, and is designed to operate with strong governance, auditability, and tenant isolation. For federal customers, the system would store, process, and transmit enterprise operational and business data such as software asset, contract, procurement, usage, and related metadata; the exact federal data types should be finalized based on the target use case.",https://www.fedramp.gov/marketplace/products/FR2620071868,2026-09-23
FR2401839361,"Ask Sage, Inc.",Ask Sage,FedRAMP Authorized,Agency,High,SaaS,Government Community Cloud,Analytics;Collaboration;Communication;Cybersecurity & Risk Management;Data Management;Development Tools;Human Resources;Legal & Policy;Marketing & Sales;Research,6,5,2025-01-24,,Kratos,Yes,,https://www.asksage.ai,"Ask Sage is a Multi-modal Generative AI platform designed specifically to enable secure access to Generative AI models for both government teams. Ask Sage is built on Generative AI technologies such as Azure OpenAI (GPT 3.5, GPT 4, GPT 4o etc.), AWS Bedrock Gov (LLMA3, Titan etc.), Google Vertex AI (Google Gemini Pro 1.5 etc.), and various open-source LLMs. Ask Sage also supports OpenAI Whisper, enabling Speech to Text capabilities on videos and audio files and DALL-E enabling image generation. The platform's data ingest and training are model-agnostic, ensuring secure training of proprietary data without ingesting it into the models. This approach allows Ask Sage to implement data-centric security and label data on a per-user basis, sharing labels with team members as needed and preventing data spillage while enabling zero-trust security. Ask Sage can ingest custom data (up to CUI/FOUO), connect to APIs, and access data lakes for real-time insights, delivering human-like responses to assist teams with labor-intensive tasks and enabling them to focus on strategic initiatives. The platform can be fully automated by GPT agents, decision trees and plugin integrations to access data lakes, knowledge bases, and APIs.",https://www.fedramp.gov/marketplace/products/FR2401839361,2026-09-23
FR2619434440,ASSYST,ComplySyncATO,FedRAMP Authorized,Program,20x Moderate,SaaS,Public Cloud,"Cybersecurity & Risk Management;Governance, Risk, and Compliance (GRC)",1,0,2026-05-06,,"First Information Technology Services, Inc.",Yes,,https://www.assyst.net/complysyncato,"ComplySyncATO is a Software-as-a-Service (SaaS) Governance, Risk, and Compliance (GRC) automation platform designed to support continuous authorization and monitoring activities within cloud environments. The Cloud Service Offering (CSO) enables organizations to manage compliance posture through automated validation, evidence collection, and reporting aligned with FedRAMP 20x requirements. ComplySyncATO integrates with cloud services to collect operational data and supports integration with external systems and service providers, enabling aggregation of compliance data and a unified view of compliance posture across multiple environments. The service is designed to support low to moderate impact systems and enables organizations to demonstrate continuous security compliance in machine-readable formats such as OSCAL, JSON, and XML, as well as human-readable formats.",https://www.fedramp.gov/marketplace/products/FR2619434440,2026-09-23
FR2412062433,Atlassian,Atlassian Government Cloud,FedRAMP Authorized,Agency,Moderate,SaaS,Government Community Cloud,Collaboration;Communication;Development Tools,11,13,2025-03-14,,"Schellman Compliance, LLC",No,Boomi Enterprise Platform,https://www.atlassian.com/government,"Atlassian Government Cloud is a Software as a Service (SaaS) offering that helps teams collaborate, track work, manage IT service delivery, support their DevOps practices and more - all with the security and control that agencies need. Available products include: - Jira for project management across business and software teams - Confluence for knowledge management and documentation - Jira Service Management for IT service management, including support, IT operations, customer service, and more Federal agencies interested in collaborative continuous monitoring with Atlassian Government Cloud should reach out to: agc-conmon-collab@atlassian.com",https://www.fedramp.gov/marketplace/products/FR2412062433,2026-09-23
FR2403745080,ATOM EVSE,"Atom Power, Inc - ATOM EVSE",FedRAMP Authorized,Agency,LI-SaaS,SaaS,Public Cloud,Analytics;Fleet Management;Operations Management,1,0,2024-03-28,,"Fortreum, LLC",Yes,,https://www.atompower.com/,"Atom Power designs EV charging infrastructure solutions to meet the electrification goals and needs for scaled operations. Each deployment is unified by our Atom Cloud Software Solution, with web and mobile applications that facilitate seamless charger access, comprehensive analytics, streamlined fleet management, operations management, secure payment processing, and efficient energy management, adaptable across local facilities, campuses, regions, or enterprises. This platform is built on a flexible, secure architecture fortified by end-to-end encryption, ensuring protection against spoofing and tampering for maximum customer and organizational data protection. Gain unparalleled visibility, protection, and control over your EV charging infrastructure with Atom Cloud Software Solution.",https://www.fedramp.gov/marketplace/products/FR2403745080,2026-09-23
FR2618738935,ATX Defense,CMMC Space,FedRAMP Ready,Agency,Moderate,SaaS,Public Cloud,"Cybersecurity & Risk Management;Governance, Risk, and Compliance (GRC)",0,0,,2026-05-01,Ignyte Platform Inc.,Yes,,atxdefense.com,"CMMC Space is a consulting firm specializing in cybersecurity and organizational transformation for the U.S. defense and national security community, with a strong focus on helping small businesses achieve Cybersecurity Maturity Model Certification (CMMC) compliance. The company provides managed security services, including a CMMC-focused platform called ""CMMC Space"" that leverages Google Workspace to offer an affordable, all-in-one solution for compliance. Additionally, ATX Defense is an authorized CMMC Third-Party Assessor Organization (C3PAO), providing official assessments and gap analyses to help organizations prepare for and achieve certification.",https://www.fedramp.gov/marketplace/products/FR2618738935,2026-09-23
FR2031222637,"Aurigo Software Technologies, Inc.",Masterworks Cloud Platform,FedRAMP Authorized,Agency,Moderate,SaaS,Public Cloud,Accounting;Analytics;Collaboration;Communication;Construction;Customer Relations Management (CRM);Data Management;Finance;Grant Management;Legal & Policy,1,0,2025-03-05,2022-02-07,Baker Tilly,No,,https://www.aurigo.com/masterworks-cloud-platform/,"Aurigo Masterworks is a capital planning and construction management solution designed exclusively for public agencies. Aurigo Masterworks empowers federal, state, and local governments with a secure, AI-native platform to plan, fund, and deliver infrastructure projects efficiently. With end-to-end capital planning, federal aid reimbursement, and construction project management, agencies can optimize investments and ensure regulatory compliance. Aurigo Masterworks integrates seamlessly with leading industry solutions like Autodesk and Bentley, providing a connected ecosystem for infrastructure planning. Agencies benefit from real-time insights, automation, and predictive analytics to mitigate risks and improve decision-making. With robust capabilities in civil rights and labor management, consultant service contracting, and permitting, Masterworks ensures transparency and accountability at every stage. The platform’s cloud-native architecture and stringent security controls meet the highest government standards, enabling agencies to streamline processes while safeguarding sensitive data. Public agencies can now confidently accelerate infrastructure projects while ensuring compliance with federal and state regulations. With Aurigo Masterworks, governments can modernize infrastructure management, maximize taxpayer value, and build resilient communities. Masterworks Cloud Platform includes: - Aurigo Masterworks - Aurigo Primus - Aurigo Essentials - Aurigo Engage - Lumina AI - Capital Planning - Federal Aid Reimbursement - Estimation and Bidding - Construction Project Management - Civil Rights and Labor Management - Consultant Service Contracting - Real Property Management - Permitting - Materials Testing and Management - Right of Way Management",https://www.fedramp.gov/marketplace/products/FR2031222637,2026-09-23
FR1814168113,"Authentic8, Inc.",Silo,FedRAMP Authorized,Agency,Moderate,SaaS,Public Cloud,,15,14,2021-03-29,,Linford & Company,Yes,,https://www.authentic8.com/,"Silo is a remote browser that embeds security, identity and data policies directly into the browser. Available from anywhere, policies follow users regardless of environment. By shifting exposure away from the user's network and devices, Silo reduces risk and improves internal processes. With a configurable, centrally managed browser, users unlock the power of SaaS. Authentic8 is redefining how enterprises conduct business on the web with the Silo web isolation platform. Silo insulates and isolates all web data and code execution from user endpoints, providing powerful, proactive security while giving users full, interactive access to the web. Silo also gives IT complete control over how the web is used. Commercial enterprises and public sector organizations use Silo solutions to provide secure web access; to control web data, apps, and workflows; and to conduct sensitive online research.",https://www.fedramp.gov/marketplace/products/FR1814168113,2026-09-23
